gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,55,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),29.7,1581.36,No
Male,0,No,No,53,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,Yes,Mailed check,90.35,5105.88,No
Male,1,Yes,No,31,Yes,No,No,No,Yes,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),112.31,3556.66,No
Female,0,Yes,No,62,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,36.49,2473.76,No
Male,0,No,No,8,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.54,901.34,Yes
Female,1,Yes,Yes,30,Yes,No,No,Yes,No,No,No,No,No,One year,No,Mailed check,39.59,1287.64,No
Female,0,No,Yes,66,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,No,Electronic check,28.63,1943.22,No
Male,0,Yes,No,45,No,No,DSL,No,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),69.57,3048.78,No
Male,0,No,Yes,18,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,One year,No,Electronic check,100.56,1913.9,No
Male,0,Yes,No,45,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.44,2721.76,No
Female,1,No,Yes,19,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),53.18,1066.91,No
Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,39.71,2433.75,Yes
Female,1,Yes,Yes,50,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),118.61,5349.63,No
Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),54.19,1253.46,No
Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.65,3523.67,No
Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,33.24,1256.53,Yes
Male,0,No,Yes,68,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,64.98,4542.16,No
Female,0,No,No,56,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),99.58,5793.41,No
Female,0,Yes,Yes,39,No,No,DSL,Yes,No,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),117.03,4673.53,No
Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,37.73,2304.67,Yes
Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.47,215.39,Yes
Male,0,No,Yes,58,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,118.75,7486.85,Yes
Female,0,No,No,59,No,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.42,4671.98,No
Male,0,Yes,No,48,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,54.54,2810.23,No
Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),116.03,549.65,No
Female,0,Yes,No,36,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,59.02,2060.67,No
Female,0,No,No,25,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),43.2,1081.67,Yes
Female,0,Yes,No,45,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),100.35,4490.0,No
Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,51.4,969.96,Yes
Female,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),52.2,375.67,No
Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,64.5,4006.9,Yes
Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),89.3,6350.17,Yes
Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,104.18,3779.02,No
Male,0,No,Yes,18,Yes,No,DSL,No,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,42.62,704.28,No
Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,No,Credit card (automatic),56.25,54.13,No
Male,0,Yes,No,63,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),69.62,4594.16,No
Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),22.56,71.65,No
Male,1,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),89.71,1839.93,No
Male,0,No,Yes,30,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,76.6,2210.88,No
Female,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.36,339.84,No
Male,0,No,Yes,22,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),33.03,688.62,No
Female,0,Yes,No,57,No,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),109.52,5744.2,Yes
Female,0,No,Yes,3,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),88.33,254.59,No
Male,0,No,No,30,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),58.81,1826.45,No
Female,0,No,No,45,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),53.81,2241.76,No
Female,1,Yes,Yes,36,Yes,Yes,No,Yes,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),51.69,1794.33,No
Female,0,Yes,No,72,Yes,No,No,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,85.47,6189.09,No
Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),37.87,2339.87,No
Female,0,Yes,Yes,54,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,118.74,6334.47,Yes
Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,88.71,6028.5,No
Female,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),32.71,1725.46,No
Male,1,No,No,31,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,33.8,1119.7,No
Female,0,Yes,Yes,29,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,84.83,2308.72,No
Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.32,3350.96,No
Male,0,No,No,36,Yes,No phone service,No,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,86.0,3142.54,No
Male,0,No,No,67,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.25,6179.98,No
Male,0,Yes,No,11,Yes,No,No,No,Yes,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,73.79,743.58,No
Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),45.66,486.69,Yes
Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),75.12,1846.68,No
Female,0,No,Yes,53,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),62.19,3241.53,No
Male,0,No,No,14,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),109.03,1476.96,No
Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,94.02,6252.41,No
Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),81.9,802.86,Yes
Male,1,No,Yes,31,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),23.97,704.66,No
Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),119.02,4387.25,No
Female,0,Yes,No,10,No,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),76.63,801.07,No
Female,0,No,Yes,26,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.9,1099.9,No
Female,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),79.15,1504.24,No
Male,0,No,No,44,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,101.79,4217.92,No
Female,1,Yes,No,62,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),73.86,4305.56,Yes
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,97.69,949.9,Yes
Female,0,No,No,71,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),61.3,4026.77,Yes
Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,79.0,2036.73,No
Male,0,No,No,12,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,No,Mailed check,62.23,730.91,No
Female,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,72.78,4489.77,No
Female,1,No,Yes,16,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,Yes,Credit card (automatic),36.75,581.06,No
Female,0,Yes,No,29,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,79.86,2361.68,No
Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.9,3811.78,Yes
Female,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),96.48,3331.52,No
Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),52.0,2135.39,No
Female,0,No,No,53,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,106.39,6124.58,No
Male,0,No,No,20,Yes,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),109.57,2373.71,No
Male,0,No,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),37.68,275.58,No
Female,0,Yes,No,42,Yes,No,No,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,25.31,1004.24,No
Female,0,No,No,70,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.25,5487.6,Yes
Male,1,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),67.59,1185.36,No
Male,0,Yes,No,69,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.47,6598.52,No
Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),49.31,2779.82,No
Male,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,58.02,2513.89,No
Female,0,No,Yes,51,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,46.39,2232.89,Yes
Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,49.21,279.08,No
Female,0,Yes,No,33,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,20.93,688.38,No
Female,0,Yes,No,15,Yes,No,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Mailed check,71.08,1142.64,No
Male,0,No,No,14,Yes,No,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),67.32,889.02,No
Female,0,No,No,39,Yes,Yes,No,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,55.59,2198.5,Yes
Male,0,No,Yes,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.02,4951.26,No
Female,1,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),59.18,295.92,No
Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),63.26,3234.85,Yes
Female,0,No,No,16,No,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),20.2,313.28,No
Male,0,Yes,No,38,No,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,26.63,1032.27,Yes
Male,0,Yes,No,53,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,35.07,1976.81,No
Female,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),38.4,2237.15,No
Female,1,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,65.22,3221.74,Yes
Female,1,No,No,15,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,107.49,1597.11,No
Female,0,No,No,59,No,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),60.6,3274.52,No
Male,1,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.72,3822.11,No
Female,1,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,22.58,184.09,No
Male,1,Yes,No,26,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),105.48,2667.15,No
Male,1,No,No,3,Yes,No,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,31.31,93.58,No
Female,0,No,No,47,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,One year,No,Credit card (automatic),48.43,2422.16,No
Male,0,Yes,No,5,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),101.67,466.23,No
Male,0,Yes,Yes,62,Yes,No,No,No internet service,Yes,No,No,No internet service,No,One year,No,Electronic check,46.49,2725.65,Yes
Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,45.8,229.49,Yes
Male,1,No,No,10,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.3,859.17,No
Female,0,Yes,No,63,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),110.32,6376.97,No
Female,0,Yes,No,25,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.36,980.94,No
Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),82.08,3643.23,No
Female,1,No,Yes,25,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,80.02,1930.23,No
Male,1,No,No,30,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,85.95,2832.43,Yes
Male,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),114.68,1590.15,No
Female,0,No,No,43,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),36.59,1702.81,No
Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),85.44,2603.27,No
Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,One year,No,Electronic check,38.24,691.6,No
Male,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),51.43,2085.11,No
Female,0,No,Yes,20,Yes,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),59.0,1138.5,No
Female,0,No,No,11,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),103.54,1124.43,No
Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),25.37,1250.29,No
Male,0,Yes,No,24,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,93.37,2378.63,No
Male,0,Yes,No,70,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),111.26,7213.2,No
Male,0,Yes,No,17,No,Yes,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,27.92,512.01,Yes
Male,0,No,No,28,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),99.07,2816.45,No
Male,0,Yes,No,50,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,30.76,1532.31,No
Male,0,No,Yes,55,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,116.29,6601.63,No
Male,0,Yes,No,10,Yes,No phone service,No,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,101.54,1103.35,No
Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),89.5,1803.07,No
Female,1,No,No,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.01,4150.61,Yes
Female,0,Yes,No,34,No,Yes,DSL,Yes,Yes,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),112.08,3711.55,No
Male,0,Yes,Yes,43,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,One year,Yes,Mailed check,31.91,1368.51,No
Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,32.18,323.94,No
Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,102.25,3495.71,No
Male,0,No,No,58,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,68.23,3973.88,No
Male,0,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,104.51,4845.84,Yes
Male,1,No,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,59.07,3422.85,Yes
Female,0,Yes,No,62,Yes,No,No,No,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),65.19,4317.11,No
Female,0,Yes,No,1,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,53.21,52.13,No
Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),115.07,2490.06,No
Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,66.5,3908.65,No
Female,0,Yes,No,64,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,95.51,6499.32,Yes
Male,0,Yes,No,56,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),89.59,4816.07,No
Female,1,Yes,No,1,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,43.51,47.18,No
Male,1,Yes,No,21,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),111.4,2318.25,Yes
Male,0,No,Yes,22,Yes,No,No,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),74.47,1522.07,No
Female,0,Yes,No,54,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,105.58,5828.11,No
Female,0,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),103.22,417.56,No
Male,1,No,No,65,Yes,No,DSL,No,No internet service,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),25.87,1655.13,No
Male,1,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.98,4448.32,Yes
Male,0,No,No,63,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,98.9,6132.61,Yes
